ProductID,ProductName,CategoryName,SalesDate,Region,Country,City,SalesQuantity,UnitPrice,Discount,CustomerID,CustomerName,CustomerEmail,CustomerPhone,TotalRevenue
167,Product 167,Home,2020-07-20,North,Congo,Port Brianchester,20,191.2,0.15,167,Dylan Harvey,wandalong@jones.org,766.074.2324x51712,3250.4
168,Product 168,Beauty,2022-04-18,East,United Kingdom,Port Doris,96,409.0,0.0,168,Karina Vega,emily51@yahoo.com,001-509-293-0843,39264.0
169,Product 169,Clothing,2023-12-05,North,Kenya,North Angelaborough,73,747.78,0.18,169,Jeremy Snyder,waguilar@yahoo.com,866.372.6452,44762.1108
170,Product 170,Electronics,2021-03-20,East,Guinea-Bissau,Freemanhaven,27,531.64,0.3,170,Jose Rodriguez,nbridges@hotmail.com,(060)918-5652,10047.996
171,Product 171,Sports,2022-01-21,East,Angola,South Brianburgh,67,492.8,0.25,171,Tanya Lane,jacobjohnson@walker-bautista.com,413.434.6052x8484,24763.199999999997
172,Product 172,Beauty,2024-04-16,South,Swaziland,Wyattville,53,10.54,0.1,172,Adriana Strickland,mmartin@hotmail.com,+1-887-607-3769x93775,502.75800000000004
173,Product 173,Electronics,2021-09-01,East,Timor-Leste,Danfort,68,431.15,0.05,173,Anthony Anderson,zachary38@lee-espinoza.com,621.639.4582x5673,27852.289999999997
174,Product 174,Sports,2020-12-28,West,Tanzania,West Dennis,62,72.92,0.24,174,Shannon Leonard,mitchellbeth@gmail.com,(141)050-2181x7530,3435.9904
175,Product 175,Electronics,2020-07-03,East,Benin,North Jonathanfurt,15,216.17,0.22,175,Stanley Williams,orozcolauren@sanchez-parks.com,0769019316,2529.189
176,Product 176,Beauty,2023-11-10,South,Bhutan,Walkershire,97,933.07,0.29,176,Gina Acosta,christophergordon@kennedy-morrison.com,+1-753-820-1754x837,64260.530900000005
177,Product 177,Clothing,2021-02-03,North,Macao,Smithview,5,223.24,0.26,177,Preston Gilmore,pricetammy@rodriguez.com,400.107.2340,825.988
178,Product 178,Home,2021-11-17,East,Guadeloupe,Robertstown,68,859.75,0.17,178,Jose Perry,kevin68@hotmail.com,+1-030-549-8957,48524.29
179,Product 179,Home,2021-03-16,South,Uzbekistan,Jacksonberg,12,804.86,0.03,179,Ricky Chavez,blairdaryl@jones.biz,592.959.2829x879,9368.570399999999
180,Product 180,Beauty,2022-01-14,East,Netherlands Antilles,Paulfurt,87,167.55,0.15,180,Elizabeth Ruiz,wagnerfrank@yahoo.com,+1-340-052-1905x162,12390.3225
181,Product 181,Sports,2023-11-26,South,Uzbekistan,West Cassandramouth,78,609.65,0.09,181,Fernando Guerra,olucas@yahoo.com,818-770-7485x06672,43272.957
182,Product 182,Clothing,2020-01-10,South,Tajikistan,Noahbury,76,124.51,0.15,182,Brandon Wood,rossalan@zimmerman.info,212-519-4667x736,8043.346
183,Product 183,Clothing,2022-06-26,East,Georgia,East Kevin,57,730.61,0.09,183,Joseph Valdez,elizabeth72@yahoo.com,792-304-9722x183,37896.7407
184,Product 184,Electronics,2023-01-23,North,Costa Rica,Hoganton,17,641.09,0.26,184,Richard Elliott,natalie91@phillips.org,219-096-2089x0025,8064.912200000001
185,Product 185,Clothing,2020-11-21,North,Nicaragua,New Jessica,25,813.82,0.25,185,Bradley Lawrence,jeremy16@hotmail.com,+1-159-990-1278x7326,15259.125
186,Product 186,Clothing,2022-09-05,South,Poland,Martinberg,30,484.59,0.09,186,Bruce Rose,carrolldavid@gmail.com,001-259-212-3195x45334,13229.306999999999
187,Product 187,Home,2024-06-04,East,Sao Tome and Principe,Robinsonberg,22,915.71,0.18,187,Peter Myers,henryjoseph@hotmail.com,001-392-750-9660x7696,16519.408400000004
188,Product 188,Sports,2021-12-02,East,Macao,Howardchester,26,58.86,0.13,188,Peter Hicks,mjimenez@delacruz.com,222.380.7193,1331.4132
189,Product 189,Home,2023-06-11,East,Turkey,Port David,81,299.96,0.27,189,Jerry Myers,littlemichael@yahoo.com,7301345397,17736.6348
190,Product 190,Electronics,2020-10-24,East,Argentina,Mooreville,61,717.9,0.06,190,Tanya Hughes,robert22@harris.com,478.657.0612,41164.386
191,Product 191,Sports,2023-07-11,East,Netherlands Antilles,New Tammychester,62,423.93,0.21,191,David Lynn Jr.,heatherriley@hotmail.com,(347)559-4338x657,20764.0914
192,Product 192,Beauty,2023-05-21,West,China,North Lauren,84,181.22,0.29,192,Michael Washington,jmoore@hinton.info,(488)604-4994,10807.960799999999
193,Product 193,Clothing,2024-03-08,West,Georgia,Johnsonborough,34,116.14,0.05,193,Michael Lopez,roberthill@aguilar.com,767.288.3702x28969,3751.322
194,Product 194,Electronics,2024-04-21,West,San Marino,Lake Randy,33,819.17,0.06,194,Kristin Johnson,oadkins@gmail.com,001-328-342-2444x7110,25410.653399999996
195,Product 195,Beauty,2020-01-19,South,Nauru,Lopezhaven,71,478.41,0.21,195,Eric Michael,vincentjones@gomez-stephens.com,041.061.1911,26834.016900000002
196,Product 196,Beauty,2024-03-24,North,United Arab Emirates,East Amandastad,86,883.46,0.23,196,Austin Contreras,turnerkenneth@hotmail.com,(693)036-9671x551,58502.7212
197,Product 197,Sports,2022-11-19,South,American Samoa,Colemanborough,32,735.96,0.15,197,Michelle Hart,rickytaylor@hotmail.com,+1-586-776-5869x76007,20018.112
198,Product 198,Sports,2022-08-06,North,Ethiopia,West Terri,14,415.63,0.18,198,Gary Gross,jose03@moore.net,982.367.1501x00594,4771.4324
199,Product 199,Home,2024-05-25,West,Guinea,New Jeffery,72,379.78,0.06,199,Brad Evans,christina55@jones.org,(806)029-9802,25703.510399999996
200,Product 200,Home,2023-08-26,South,Belgium,North Matthewland,57,520.48,0.14,200,Ann Marshall,kaylaford@walsh.com,001-871-748-4388,25513.9296
201,Product 201,Beauty,2022-09-05,East,Liechtenstein,Morganchester,25,890.17,0.03,201,Tiffany Powers,mitchellnicholas@burke.biz,(442)042-6329,21586.622499999998
202,Product 202,Home,2020-06-03,North,Benin,East Williambury,80,739.91,0.1,202,Joseph Snyder,burtoncrystal@yahoo.com,(035)164-0063,53273.52
203,Product 203,Clothing,2023-12-15,West,Grenada,Baileyburgh,42,15.1,0.09,203,Russell Nicholson,torresvictoria@yahoo.com,001-264-528-2343x3798,577.122
204,Product 204,Sports,2021-04-14,East,Saint Pierre and Miquelon,Morenoview,19,697.22,0.13,204,Kelly Thompson,mcconnelledward@miller.com,+1-621-853-1859x903,11525.0466
205,Product 205,Electronics,2020-09-16,South,Central African Republic,North Davidport,41,920.31,0.28,205,Kimberly Mosley,nlewis@yahoo.com,744.391.0553x919,27167.551199999998
206,Product 206,Beauty,2023-03-12,North,Poland,West Corey,55,713.35,0.05,206,Kristy Brown,millerdavid@nielsen.biz,+1-034-044-8789,37272.5375
207,Product 207,Electronics,2024-05-23,West,Northern Mariana Islands,Lake Brenda,80,185.24,0.12,207,Miguel Anderson,bradley85@mills.com,+1-924-368-2389x2838,13040.896
208,Product 208,Home,2020-09-26,East,Georgia,North Codymouth,12,488.68,0.18,208,Rachel Burns,fchase@ferrell.com,8736565264,4808.6112
209,Product 209,Electronics,2024-03-21,South,New Zealand,Port Aprilberg,39,148.91,0.28,209,Jasmine Newton,anthonyphillips@jackson.net,926-100-2032,4181.3928
210,Product 210,Sports,2021-04-24,South,Hungary,Josephland,94,365.41,0.04,210,John Hill,wfisher@mccoy.org,+1-836-915-4822,32974.5984
211,Product 211,Home,2023-10-24,North,Suriname,Ericksonbury,2,937.75,0.28,211,Laura Hughes,rossgary@hotmail.com,884.079.4519x46987,1350.36
212,Product 212,Clothing,2024-01-14,South,Uzbekistan,East Johnside,96,924.07,0.02,212,Lindsey Williams,eflores@ward.net,176.591.8611,86936.5056
213,Product 213,Clothing,2021-06-21,North,Wallis and Futuna,Rodriguezshire,45,290.01,0.14,213,Rhonda Mack,williamsadam@scott-burke.info,977-365-7803,11223.386999999999
214,Product 214,Beauty,2020-10-14,West,Japan,Bryantville,89,346.23,0.14,214,Christine Miller,kevingordon@gonzalez.com,(835)083-7543x8165,26500.4442
215,Product 215,Home,2022-12-12,West,Zimbabwe,Lake Christineview,25,604.21,0.06,215,Richard Jimenez,djohnson@yahoo.com,619.229.5227x18392,14198.935
216,Product 216,Sports,2021-10-12,East,Estonia,Lake Jimmytown,68,963.57,0.1,216,Stacey Lam,graytracy@yahoo.com,669.912.6505,58970.484000000004
217,Product 217,Home,2023-01-18,East,Netherlands,West April,83,156.32,0.14,217,Ryan Johnson,tbenjamin@gmail.com,001-209-470-2117,11158.121599999999
218,Product 218,Home,2020-02-15,East,Cayman Islands,West Claire,4,264.35,0.26,218,Logan Mendoza,kristina06@stone.biz,289-058-4979x8079,782.4760000000001
219,Product 219,Sports,2020-11-10,North,New Caledonia,Lake Johnfurt,77,874.82,0.29,219,Jesse Martinez,julieevans@brown-taylor.biz,(461)771-5475,47826.4094
220,Product 220,Sports,2023-08-03,West,Cambodia,Damonbury,36,496.97,0.16,220,Penny Sparks,sheltonjonathan@coffey.com,495.726.3112x1654,15028.372800000001
221,Product 221,Clothing,2024-03-08,East,Bouvet Island (Bouvetoya),Armstrongmouth,87,899.97,0.26,221,Melissa Jensen,uschultz@baldwin.biz,(040)323-0938,57940.0686
222,Product 222,Home,2023-06-06,East,Svalbard & Jan Mayen Islands,New Mike,62,193.66,0.18,222,James Anderson,brittany85@jones-perez.com,+1-665-640-5903x85431,9845.674400000002
223,Product 223,Beauty,2020-06-09,East,Angola,Scottborough,70,537.34,0.1,223,Richard Moore,jsilva@griffith.com,773.252.1229x80933,33852.420000000006
224,Product 224,Beauty,2020-08-16,East,Dominica,South Maryside,88,333.01,0.06,224,Dr. Julia Curtis DVM,jacob18@yahoo.com,193-702-1286,27546.587199999994
225,Product 225,Electronics,2022-08-03,South,Bolivia,Norrisside,44,323.38,0.12,225,Chris Washington,timothyrice@gmail.com,850.050.2920,12521.273599999999
226,Product 226,Electronics,2022-12-08,West,Equatorial Guinea,South Kathleen,33,452.41,0.16,226,Jo Kelley,thomasrobinson@smith.net,(046)613-6005,12540.8052
227,Product 227,Sports,2020-01-29,South,Bahrain,Masonview,12,438.75,0.01,227,Lauren Luna,katiechen@gmail.com,(811)467-1510x4652,5212.35
228,Product 228,Clothing,2020-05-12,North,Liberia,Robertmouth,85,363.77,0.04,228,Kimberly Cooper,phall@yahoo.com,924-892-9155,29683.631999999998
229,Product 229,Home,2023-07-06,South,Saint Vincent and the Grenadines,East Michael,11,915.82,0.18,229,Peter Carr,wardjames@howell-carroll.biz,(268)679-4044x36035,8260.6964
230,Product 230,Clothing,2022-11-22,West,Myanmar,Parkershire,55,734.43,0.07,230,Brittany Lawrence,richard00@gmail.com,(514)829-3466x186,37566.09449999999
231,Product 231,Clothing,2020-04-13,East,Gabon,South Andrew,38,730.27,0.25,231,Emma Kent,dennis84@hotmail.com,861.508.8179x9856,20812.695
232,Product 232,Clothing,2022-03-21,West,Togo,Smithhaven,29,297.01,0.1,232,Becky Bauer,linda23@gmail.com,+1-111-891-6096x4923,7751.960999999999
233,Product 233,Beauty,2022-04-15,North,Bouvet Island (Bouvetoya),Cesarbury,3,581.93,0.03,233,Robert Watson,bethpope@hotmail.com,510.830.6364,1693.4162999999999
234,Product 234,Beauty,2024-05-24,West,Guatemala,Lake Samanthaside,28,781.39,0.03,234,Reginald Klein,mcooper@gmail.com,746-790-8659x258,21222.552399999997
235,Product 235,Sports,2022-02-14,South,Mayotte,Cunninghamshire,84,797.63,0.28,235,Jacob Brown,samuel72@skinner.com,(413)973-5351x3718,48240.662399999994
236,Product 236,Beauty,2021-06-04,North,Antarctica (the territory South of 60 deg S),South Meghanland,90,351.09,0.04,236,Heather Larson,taylor41@smith.org,(307)553-0723x559,30334.175999999996
237,Product 237,Electronics,2023-03-16,East,Indonesia,East Joshua,24,773.16,0.04,237,Benjamin Walker,mgonzalez@garcia.com,+1-398-100-2231x90543,17813.6064
238,Product 238,Beauty,2023-12-20,South,Mozambique,West Antonio,54,738.53,0.26,238,Jose Jones,michelle23@hotmail.com,386-869-6524,29511.658799999997
239,Product 239,Sports,2023-06-19,South,French Southern Territories,East Jeanettebury,52,150.09,0.08,239,Patty Henry,hayesbruce@hotmail.com,624-984-0700,7180.305600000001
240,Product 240,Beauty,2021-07-07,East,Jordan,Henrychester,47,867.29,0.2,240,Jerry Curry,tfitzgerald@donovan.biz,386-647-4130x44784,32610.104
241,Product 241,Electronics,2020-05-31,West,Estonia,South Rachelton,21,446.91,0.25,241,Anna Shah,stantoncharles@hotmail.com,170-975-3424x08190,7038.8325
242,Product 242,Clothing,2023-05-07,North,Saint Vincent and the Grenadines,Rogershire,54,491.55,0.18,242,Caroline Garcia,kennethhuff@yahoo.com,949.006.6101x92567,21765.834000000003
243,Product 243,Beauty,2022-12-16,South,United States Virgin Islands,Maryton,30,453.89,0.29,243,Angel Mcconnell,cassandrawalker@yahoo.com,(993)558-2516x938,9667.856999999998
244,Product 244,Electronics,2022-09-13,South,Equatorial Guinea,North Janicechester,68,572.17,0.21,244,Brian Allen,tylerramirez@jones.biz,+1-253-390-3704x55404,30736.9724
245,Product 245,Home,2022-12-03,East,Spain,Martinview,36,624.96,0.03,245,Jonathan Watson,elizabethberg@baker-navarro.biz,001-152-924-3923x54809,21823.6032
246,Product 246,Clothing,2020-04-11,South,Brazil,Lake Rodneyport,40,503.2,0.17,246,David Roy MD,jennifer67@hotmail.com,001-312-042-3250x88418,16706.239999999998
247,Product 247,Beauty,2021-01-31,West,Vanuatu,Foleyview,10,868.12,0.22,247,Matthew Reilly,mcguiredave@fuller.com,001-533-644-2347x15167,6771.336000000001
248,Product 248,Sports,2023-03-02,North,Cayman Islands,Haneytown,74,631.46,0.24,248,Alexandra Barajas,christopher90@yahoo.com,001-239-367-1468x2421,35513.3104
249,Product 249,Beauty,2021-09-19,West,Svalbard & Jan Mayen Islands,New Jenniferton,42,407.41,0.01,249,Sonia Carter,wfischer@kaiser.com,(695)550-9642x95075,16940.1078
250,Product 250,Sports,2021-11-04,South,Greece,Lake Rebecca,24,422.52,0.22,250,Jennifer Craig,vholmes@hotmail.com,370-580-0687x92380,7909.5743999999995
251,Product 251,Sports,2022-08-11,West,Monaco,North Michael,4,812.73,0.25,251,Stephanie Farmer,tiffany48@guzman.com,+1-566-759-2720x727,2438.19
252,Product 252,Electronics,2021-01-31,North,Luxembourg,Romerotown,47,354.71,0.22,252,Nathan Rogers,maddenricardo@hotmail.com,(663)742-6959x14579,13003.668599999999
253,Product 253,Electronics,2022-03-13,South,Burkina Faso,Port Jane,91,219.34,0.15,253,Shirley Porter,ashley06@gmail.com,034.315.1594,16965.948999999997
254,Product 254,Beauty,2022-02-14,South,Switzerland,New Joshua,51,68.79,0.14,254,Morgan Barry,brian59@mitchell.com,595-521-8293x06368,3017.1294000000003
255,Product 255,Home,2023-03-05,West,Peru,Richardsmouth,4,877.27,0.16,255,Alejandro Graves,kathyharris@reilly.com,+1-266-826-7724x3736,2947.6272
256,Product 256,Home,2021-09-01,North,Maldives,North Darlene,32,919.36,0.21,256,Curtis Smith,rthomas@ortega.net,875-884-2454,23241.4208
257,Product 257,Beauty,2020-06-01,West,San Marino,West Tammy,10,128.92,0.28,257,Laura Torres,rosemary@gmail.com,277.993.4745x551,928.2239999999998
258,Product 258,Electronics,2020-08-31,West,Tonga,East Jeremiahtown,11,341.13,0.19,258,Stephen Hawkins,michael10@spencer-moody.com,135-768-9837x8195,3039.4683
259,Product 259,Beauty,2023-07-19,East,Libyan Arab Jamahiriya,Rollinsport,28,183.62,0.27,259,Mariah Dawson,katrina95@gmail.com,(360)118-1942x4636,3753.1928000000003
260,Product 260,Clothing,2024-03-14,East,Dominican Republic,New Pamelaton,46,124.74,0.21,260,Sierra Larsen MD,mcdonaldtroy@hotmail.com,0647248820,4533.0516
261,Product 261,Sports,2022-03-02,West,San Marino,New Emily,72,900.87,0.02,261,Tiffany Horn,fcox@hotmail.com,(074)653-2391x5551,63565.3872
262,Product 262,Electronics,2022-07-01,East,Nicaragua,New Taylor,40,66.31,0.15,262,Wyatt Boyd,johnhansen@hotmail.com,+1-008-935-0445x5820,2254.54
263,Product 263,Clothing,2022-06-15,East,Tajikistan,Griffinburgh,62,980.68,0.09,263,Jeremy Cook Jr.,adamsmith@chambers.com,144.129.5406x4209,55329.965599999996
264,Product 264,Electronics,2024-03-23,North,Macao,Briggschester,86,105.49,0.09,264,Susan Bray,amy39@garza.info,393-665-1063,8255.6474
265,Product 265,Beauty,2023-07-17,East,Gabon,New Clarence,98,864.84,0.11,265,Connie Perez,moconnor@jordan.info,7564137236,75431.3448
266,Product 266,Beauty,2021-12-04,North,Botswana,North Shannonside,45,570.84,0.09,266,Misty Wood,heatherevans@novak.biz,(177)822-7409,23375.898000000005
267,Product 267,Home,2020-11-29,West,Nauru,North Christopherfort,35,374.24,0.17,267,Michelle Williams,blakefisher@yahoo.com,4338922367,10871.671999999999
268,Product 268,Electronics,2022-11-27,North,United Kingdom,Caitlinburgh,35,348.92,0.21,268,Samantha Shields,qrobles@hotmail.com,963-147-8231x540,9647.638
269,Product 269,Clothing,2023-08-07,East,Iran,East Karenside,89,759.79,0.08,269,Susan Jones,michaelfleming@conley.biz,320-428-7965x035,62211.6052
270,Product 270,Electronics,2020-10-03,South,Czech Republic,Benjaminside,34,321.43,0.04,270,Mr. Benjamin Walker,gardnercharles@stewart.com,001-334-052-4314x76922,10491.4752
271,Product 271,Electronics,2020-07-10,West,Solomon Islands,East Aprilberg,6,660.75,0.02,271,Justin Sharp,etaylor@hotmail.com,002.544.0309x1870,3885.21
272,Product 272,Sports,2020-10-24,West,Madagascar,Jamesmouth,37,522.15,0.17,272,Susan Brock,christie20@yahoo.com,+1-975-247-8833x16176,16035.226499999999
273,Product 273,Sports,2020-06-23,West,Kuwait,East Cameronport,1,490.12,0.06,273,Michael Townsend,morganrandall@smith.com,001-188-821-8469,460.71279999999996
274,Product 274,Electronics,2021-09-10,West,Papua New Guinea,Claytonside,76,902.15,0.0,274,Dominic Willis,christy14@gmail.com,+1-463-730-5391x4550,68563.4
275,Product 275,Clothing,2023-07-31,North,Saint Martin,North Julie,35,559.1,0.28,275,April Johnson,swansonjohn@gmail.com,(672)517-7593x621,14089.32
276,Product 276,Electronics,2022-03-02,West,Korea,West Bernard,70,828.59,0.16,276,Deanna Hale,tjohnson@hotmail.com,(846)218-1367,48721.092000000004
277,Product 277,Sports,2021-02-07,East,Liberia,East Michaelville,54,728.32,0.03,277,Jennifer Stephens,pamela75@martin.net,165-606-1865x137,38149.401600000005
278,Product 278,Clothing,2022-09-24,South,Fiji,Alexandershire,81,48.17,0.25,278,Denise Nixon,samuelhernandez@hotmail.com,344.529.9142x025,2926.3275
279,Product 279,Home,2024-04-10,East,Canada,Frederickstad,63,775.38,0.29,279,Lauren Romero,browndiana@cruz-schneider.com,+1-134-295-3297x383,34682.7474
280,Product 280,Home,2021-07-03,East,Timor-Leste,South Deborahburgh,9,224.7,0.13,280,Jasmin Sutton,rsteele@gmail.com,(302)973-3748,1759.4009999999998
281,Product 281,Clothing,2020-07-27,North,Uganda,New Jeffreyton,62,904.12,0.01,281,Louis Martinez,cjenkins@hawkins.org,429-294-0930x5953,55494.8856
282,Product 282,Electronics,2021-08-29,West,Uganda,North Zachary,2,52.49,0.04,282,Daniel Vaughn,sarah73@hotmail.com,163.276.8644,100.7808
283,Product 283,Beauty,2022-10-04,West,Philippines,Jamesstad,82,339.74,0.11,283,Robert Butler,sramos@guerra.com,614-877-9060,24794.2252
284,Product 284,Beauty,2022-01-12,South,Northern Mariana Islands,Paulfort,36,108.74,0.27,284,Mr. Justin Thompson II,zachary33@gmail.com,5949194447,2857.6872
285,Product 285,Electronics,2020-06-22,North,Uganda,Davidhaven,92,480.83,0.04,285,Melanie Wilson,carloshaynes@gmail.com,896.135.2283x97959,42466.9056
286,Product 286,Electronics,2024-03-08,North,Netherlands Antilles,Estradaberg,41,821.82,0.25,286,Derek Bush,joannegreer@townsend.biz,764-010-8073x126,25270.965000000004
287,Product 287,Home,2024-06-18,East,Iraq,Sharpstad,37,305.21,0.0,287,Harold Ashley,kathrynolson@roberts.com,(955)536-0492,11292.769999999999
288,Product 288,Beauty,2023-09-04,East,Slovenia,Andersenhaven,49,159.43,0.14,288,Connie Rogers,zsullivan@hotmail.com,001-713-019-4168,6718.3802000000005
289,Product 289,Electronics,2022-09-03,North,Zambia,Jordanport,26,336.96,0.19,289,Melissa Arnold,juliethomas@hotmail.com,7694381737,7096.3776
290,Product 290,Home,2023-02-22,North,Ireland,Melissahaven,68,815.74,0.02,290,Brian Garcia,pwilson@yahoo.com,001-405-842-6285x776,54360.9136
291,Product 291,Clothing,2022-08-10,South,Malta,Port Ericmouth,36,148.98,0.18,291,Ashley Chapman,ricky06@bailey-carter.com,004-171-2196,4397.8896
292,Product 292,Sports,2024-05-27,North,Somalia,North Tom,31,235.09,0.28,292,Heather Hunter,zhill@williams-lara.com,717-872-9512,5247.208799999999
293,Product 293,Home,2020-03-22,West,Jamaica,East Jonathanport,30,78.16,0.05,293,Yolanda Hicks,mallorynicholson@hotmail.com,+1-358-673-9165x708,2227.5599999999995
294,Product 294,Electronics,2022-06-16,North,Peru,Kirstenmouth,34,708.65,0.22,294,Rebecca Gonzalez,emilypreston@maynard.biz,3629443180,18793.398
295,Product 295,Clothing,2022-01-18,East,Gambia,North Angela,19,401.28,0.18,295,Robert Mullen,torresbrittany@shaffer-white.com,763-591-7924,6251.9424
296,Product 296,Home,2021-06-17,North,Mauritius,New Aaron,18,317.73,0.06,296,Nicole Gillespie,powersbrenda@hotmail.com,398.354.8805x32884,5375.9916
297,Product 297,Electronics,2023-08-19,East,Antarctica (the territory South of 60 deg S),South Julieshire,94,721.44,0.0,297,Susan Rich,tammydennis@brown.net,699.770.5467x53343,67815.36
298,Product 298,Electronics,2020-01-08,West,Eritrea,New Justinmouth,85,342.62,0.0,298,Jennifer Mills,owenssonya@smith-johnson.com,(889)011-3317x7109,29122.7
299,Product 299,Electronics,2022-04-12,South,Cote d'Ivoire,Alextown,3,730.49,0.16,299,Alexandria Cain,blanchardgina@larson-rios.com,977.245.4641,1840.8348
300,Product 300,Clothing,2020-02-15,East,Solomon Islands,Port James,70,817.05,0.28,300,William Hendrix,christopher30@yahoo.com,+1-120-333-4323,41179.32
301,Product 301,Home,2020-04-15,West,Estonia,New Ryan,13,225.49,0.19,301,Jerry Cruz,brandon96@yahoo.com,+1-494-502-1938,2374.4097
302,Product 302,Sports,2020-10-02,South,Bouvet Island (Bouvetoya),Brownbury,45,974.08,0.21,302,Matthew Woods,karen72@hotmail.com,+1-929-988-1293,34628.544
303,Product 303,Home,2020-03-28,South,Benin,Port Timothyburgh,67,170.73,0.15,303,Stephanie Mckinney,vreynolds@king-wagner.info,892.932.9619,9723.0735
304,Product 304,Home,2021-07-29,West,Equatorial Guinea,East Brianport,92,297.93,0.17,304,Zachary Guerrero,ngreene@gmail.com,001-952-977-2707x3314,22749.9348
305,Product 305,Sports,2021-12-07,East,Lesotho,Port Christopherberg,86,188.0,0.04,305,Kelly Baldwin,vwong@hotmail.com,5922731491,15521.279999999999
306,Product 306,Electronics,2023-05-01,North,Faroe Islands,Raytown,40,352.05,0.26,306,Chelsey Thomas,rrobinson@hotmail.com,001-162-056-9805x68872,10420.68
307,Product 307,Sports,2022-12-03,South,Cape Verde,Port Margarethaven,40,485.26,0.23,307,Jose Harris,adam45@johnson-schmidt.com,(822)857-1215,14946.008000000002
308,Product 308,Beauty,2024-06-15,South,Aruba,Carlosshire,76,526.95,0.3,308,Barry Young,sabrinawright@hotmail.com,972.052.5695,28033.74
309,Product 309,Beauty,2022-03-06,South,Ghana,Joneshaven,23,855.07,0.09,309,Rebecca Murray,kleinwanda@burns.com,+1-902-475-5215x4258,17896.615100000003
310,Product 310,Beauty,2023-12-05,West,Georgia,South Luisburgh,31,890.55,0.07,310,Audrey Lewis,lawrence85@peck.com,738.536.7728,25674.5565
311,Product 311,Home,2024-04-22,North,Reunion,Kimfort,18,227.9,0.04,311,Dawn Sexton,corey09@gmail.com,001-539-800-9817x3352,3938.1119999999996
312,Product 312,Sports,2020-08-14,North,Yemen,Leahview,71,626.67,0.29,312,Crystal Vargas,kgomez@osborne-cox.biz,+1-838-410-2492x22310,31590.434699999998
313,Product 313,Clothing,2024-01-12,West,New Caledonia,Williamshaven,72,120.38,0.23,313,Mark Wade,jbowers@crawford.org,(843)020-2290x5796,6673.867200000001
314,Product 314,Clothing,2021-06-27,South,Bouvet Island (Bouvetoya),East Markchester,19,464.38,0.05,314,Frederick Burns,juliarandolph@gmail.com,(118)757-4914x83133,8382.059
315,Product 315,Beauty,2020-09-07,East,Italy,Port Connie,93,329.11,0.17,315,Pamela Tate,denisespencer@harris.com,001-812-682-5322,25404.0009
316,Product 316,Sports,2022-07-28,North,Tajikistan,Joshuamouth,44,323.34,0.12,316,Edward Benson,farmermary@yahoo.com,001-470-232-1548x9869,12519.7248
317,Product 317,Home,2020-03-19,North,Kenya,Scottfort,84,487.76,0.05,317,Cody Koch,jeffrey31@simmons.com,+1-753-063-0438x619,38923.24799999999
318,Product 318,Electronics,2024-04-05,South,Lithuania,West April,50,732.53,0.05,318,Ashley Gray,timothygarner@yahoo.com,862.740.8624x893,34795.174999999996
319,Product 319,Clothing,2020-06-03,East,Grenada,Donaldhaven,42,78.49,0.29,319,Samuel Gutierrez,tina60@hotmail.com,1321691767,2340.5717999999997
320,Product 320,Clothing,2021-09-08,South,Azerbaijan,Coreyshire,94,880.38,0.09,320,Michael Dorsey,maria50@gmail.com,(625)872-3102x926,75307.7052
321,Product 321,Home,2022-07-19,East,Paraguay,Meltonmouth,47,737.47,0.28,321,Joseph Warner,bhodges@alvarez.org,659.983.4857,24955.984800000002
322,Product 322,Home,2023-12-15,East,Isle of Man,South Deanville,22,184.73,0.02,322,Amy Johnson,pchristensen@yahoo.com,469-419-1917,3982.7788
323,Product 323,Home,2020-06-09,East,Macao,Port Kimberlyhaven,74,939.77,0.14,323,Lori Johnson,matthew68@allen.com,217.858.5290,59806.962799999994
324,Product 324,Home,2020-06-01,East,Falkland Islands (Malvinas),Melissaborough,90,511.25,0.04,324,Wanda Lucas,kylestevenson@kim-baxter.net,(874)870-0962x32074,44172.0
325,Product 325,Electronics,2022-04-20,West,Armenia,South Cathyshire,97,999.81,0.0,325,Emma Jenkins,jerry00@floyd.com,4031855189,96981.56999999999
326,Product 326,Home,2020-02-06,South,Bangladesh,New Nicholas,92,205.29,0.17,326,Kayla Rodriguez,rhonda18@davis-hernandez.biz,517-108-6975x952,15675.9444
327,Product 327,Sports,2021-06-30,West,Russian Federation,Lisaton,74,539.56,0.03,327,William Reyes,gentrykevin@contreras.com,850.361.2064,38729.616799999996
328,Product 328,Electronics,2021-08-31,South,Swaziland,Jenningsshire,29,297.35,0.22,328,Pamela Ortiz,daniel40@yahoo.com,0549379654,6726.057000000002
329,Product 329,Electronics,2022-12-10,North,Lao People's Democratic Republic,Brittanyburgh,82,311.13,0.21,329,Michael Lopez,brandirichards@gmail.com,(046)429-6385x0740,20155.0014
330,Product 330,Home,2022-10-07,South,Antarctica (the territory South of 60 deg S),Amandabury,59,595.15,0.05,330,Michael Allen,bakerbrandy@hotmail.com,+1-130-266-6588x12755,33358.157499999994
331,Product 331,Clothing,2024-02-12,North,Estonia,Williammouth,1,922.5,0.28,331,Jamie Oneill,markellis@hotmail.com,486.099.0013x9571,664.1999999999999
332,Product 332,Clothing,2020-06-16,East,Cyprus,West Richardfurt,87,807.21,0.22,332,David Rodriguez,kpratt@brandt-rodriguez.com,(291)248-6051x01155,54777.2706
